symbol,name,market,as_of,source
060570,드림어스컴퍼니,코스닥,2026-06-12,KRX KIND
060590,씨티씨바이오,코스닥,2026-06-12,KRX KIND
060720,KH바텍,코스닥,2026-06-12,KRX KIND
060850,영림원소프트랩,코스닥,2026-06-12,KRX KIND
060900,에이전트AI,코스닥,2026-06-12,KRX KIND
060980,HL홀딩스,유가,2026-06-12,KRX KIND
061040,알에프텍,코스닥,2026-06-12,KRX KIND
061090,세나테크놀로지,코스닥,2026-06-12,KRX KIND
061250,화일약품,코스닥,2026-06-12,KRX KIND
061970,LB세미콘,코스닥,2026-06-12,KRX KIND
062040,산일전기,유가,2026-06-12,KRX KIND
062970,한국첨단소재,코스닥,2026-06-12,KRX KIND
063080,컴투스홀딩스,코스닥,2026-06-12,KRX KIND
063160,종근당바이오,유가,2026-06-12,KRX KIND
063170,서울옥션,코스닥,2026-06-12,KRX KIND
063440,SM Life Design,코스닥,2026-06-12,KRX KIND
063570,NICE인프라,코스닥,2026-06-12,KRX KIND
063760,이엘피,코스닥,2026-06-12,KRX KIND
064090,인크레더블버즈,코스닥,2026-06-12,KRX KIND
064240,홈캐스트,코스닥,2026-06-12,KRX KIND
064260,다날,코스닥,2026-06-12,KRX KIND
064290,인텍플러스,코스닥,2026-06-12,KRX KIND
064350,현대로템,유가,2026-06-12,KRX KIND
064400,LG씨엔에스,유가,2026-06-12,KRX KIND
064480,브리지텍,코스닥,2026-06-12,KRX KIND
064520,테크엘,코스닥,2026-06-12,KRX KIND
064550,바이오니아,코스닥,2026-06-12,KRX KIND
064760,티씨케이,코스닥,2026-06-12,KRX KIND
064800,포니링크,코스닥,2026-06-12,KRX KIND
064820,케이프,코스닥,2026-06-12,KRX KIND
064850,에프앤가이드,코스닥,2026-06-12,KRX KIND
064960,SNT모티브,유가,2026-06-12,KRX KIND
065060,지엔코,코스닥,2026-06-12,KRX KIND
065130,탑엔지니어링,코스닥,2026-06-12,KRX KIND
065150,대산F&B,코스닥,2026-06-12,KRX KIND
065170,비엘팜텍,코스닥,2026-06-12,KRX KIND
065350,신성델타테크,코스닥,2026-06-12,KRX KIND
065370,위세아이텍,코스닥,2026-06-12,KRX KIND
065420,에스아이리소스,코스닥,2026-06-12,KRX KIND
065440,이루온,코스닥,2026-06-12,KRX KIND
065450,빅텍,코스닥,2026-06-12,KRX KIND
065500,오리엔트정공,코스닥,2026-06-12,KRX KIND
065510,휴비츠,코스닥,2026-06-12,KRX KIND
065530,와이어블,코스닥,2026-06-12,KRX KIND
065570,삼영이엔씨,코스닥,2026-06-12,KRX KIND
065650,하이퍼코퍼레이션,코스닥,2026-06-12,KRX KIND
065660,안트로젠,코스닥,2026-06-12,KRX KIND
065680,우주일렉트로,코스닥,2026-06-12,KRX KIND
065690,파커스,코스닥,2026-06-12,KRX KIND
065710,서호전기,코스닥,2026-06-12,KRX KIND
065770,CS,코스닥,2026-06-12,KRX KIND
065950,웰크론,코스닥,2026-06-12,KRX KIND
066130,하츠,코스닥,2026-06-12,KRX KIND
066310,큐에스아이,코스닥,2026-06-12,KRX KIND
066360,체리부로,코스닥,2026-06-12,KRX KIND
066410,버킷스튜디오,코스닥,2026-06-12,KRX KIND
066430,아이로보틱스,코스닥,2026-06-12,KRX KIND
066570,LG전자,유가,2026-06-12,KRX KIND
066590,스모트로닉,코스닥,2026-06-12,KRX KIND
066620,국보디자인,코스닥,2026-06-12,KRX KIND
066670,디티씨,코스닥,2026-06-12,KRX KIND
066700,테라젠이텍스,코스닥,2026-06-12,KRX KIND
066790,씨씨에스,코스닥,2026-06-12,KRX KIND
066900,디에이피,코스닥,2026-06-12,KRX KIND
066910,손오공,코스닥,2026-06-12,KRX KIND
066970,엘앤에프,유가,2026-06-12,KRX KIND
066980,한성크린텍,코스닥,2026-06-12,KRX KIND
067000,조이시티,코스닥,2026-06-12,KRX KIND
067010,이씨에스,코스닥,2026-06-12,KRX KIND
067080,대화제약,코스닥,2026-06-12,KRX KIND
067160,SOOP,코스닥,2026-06-12,KRX KIND
067170,오텍,코스닥,2026-06-12,KRX KIND
067280,멀티캠퍼스,코스닥,2026-06-12,KRX KIND
067290,JW신약,코스닥,2026-06-12,KRX KIND
067310,하나마이크론,코스닥,2026-06-12,KRX KIND
067370,선바이오,코스닥,2026-06-12,KRX KIND
067390,아스트,코스닥,2026-06-12,KRX KIND
067570,엔브이에이치코리아,코스닥,2026-06-12,KRX KIND
067630,HLB생명과학,코스닥,2026-06-12,KRX KIND
067730,로지시스,코스닥,2026-06-12,KRX KIND
067770,세진티에스,코스닥,2026-06-12,KRX KIND
067830,세이브존I&C,유가,2026-06-12,KRX KIND
067900,와이엔텍,코스닥,2026-06-12,KRX KIND
067920,이글루,코스닥,2026-06-12,KRX KIND
067990,도이치모터스,코스닥,2026-06-12,KRX KIND
068050,팬엔터테인먼트,코스닥,2026-06-12,KRX KIND
068100,케이웨더,코스닥,2026-06-12,KRX KIND
068240,다원시스,코스닥,2026-06-12,KRX KIND
068290,삼성출판사,유가,2026-06-12,KRX KIND
068330,일신바이오,코스닥,2026-06-12,KRX KIND
068760,셀트리온제약,코스닥,2026-06-12,KRX KIND
068790,DMS,코스닥,2026-06-12,KRX KIND
068930,디지털대성,코스닥,2026-06-12,KRX KIND
068940,셀피글로벌,코스닥,2026-06-12,KRX KIND
069080,웹젠,코스닥,2026-06-12,KRX KIND
069140,누리플랜,코스닥,2026-06-12,KRX KIND
069260,티케이지휴켐스,유가,2026-06-12,KRX KIND
069330,유아이디,코스닥,2026-06-12,KRX KIND
069410,엔텔스,코스닥,2026-06-12,KRX KIND
069460,대호에이엘,유가,2026-06-12,KRX KIND
069510,에스텍,코스닥,2026-06-12,KRX KIND
069540,빛과전자,코스닥,2026-06-12,KRX KIND
069620,대웅제약,유가,2026-06-12,KRX KIND
069640,한세엠케이,유가,2026-06-12,KRX KIND
069730,DSR제강,유가,2026-06-12,KRX KIND
069920,엑시온그룹,코스닥,2026-06-12,KRX KIND
069960,현대백화점,유가,2026-06-12,KRX KIND
070300,엑스큐어,코스닥,2026-06-12,KRX KIND
070590,인티큐브,코스닥,2026-06-12,KRX KIND
070960,모나용평,유가,2026-06-12,KRX KIND
071050,한국금융지주,유가,2026-06-12,KRX KIND
071090,하이스틸,유가,2026-06-12,KRX KIND
071200,인피니트헬스케어,코스닥,2026-06-12,KRX KIND
071280,로체시스템즈,코스닥,2026-06-12,KRX KIND
071320,지역난방공사,유가,2026-06-12,KRX KIND
071670,에이테크솔루션,코스닥,2026-06-12,KRX KIND
071840,롯데하이마트,유가,2026-06-12,KRX KIND
071850,캐스텍코리아,코스닥,2026-06-12,KRX KIND
071950,코아스,유가,2026-06-12,KRX KIND
071970,HD현대마린엔진,유가,2026-06-12,KRX KIND
072020,중앙백신,코스닥,2026-06-12,KRX KIND
072130,유엔젤,유가,2026-06-12,KRX KIND
072470,우리산업홀딩스,코스닥,2026-06-12,KRX KIND
072710,농심홀딩스,유가,2026-06-12,KRX KIND
072770,멤레이비티,코스닥,2026-06-12,KRX KIND
072870,메가스터디,코스닥,2026-06-12,KRX KIND
072950,빛샘전자,코스닥,2026-06-12,KRX KIND
072990,에이치시티,코스닥,2026-06-12,KRX KIND
073010,케이에스피,코스닥,2026-06-12,KRX KIND
073110,엘엠에스,코스닥,2026-06-12,KRX KIND
073190,듀오백,코스닥,2026-06-12,KRX KIND
073240,금호타이어,유가,2026-06-12,KRX KIND
073490,LIG아큐버,코스닥,2026-06-12,KRX KIND
073540,에프알텍,코스닥,2026-06-12,KRX KIND
073560,우리손에프앤지,코스닥,2026-06-12,KRX KIND
073570,리튬포어스,코스닥,2026-06-12,KRX KIND
073640,테라사이언스,코스닥,2026-06-12,KRX KIND
074430,아미노로직스,코스닥,2026-06-12,KRX KIND
074600,원익QnC,코스닥,2026-06-12,KRX KIND
074610,이엔플러스,유가,2026-06-12,KRX KIND
075130,플랜티넷,코스닥,2026-06-12,KRX KIND
075180,새론오토모티브,유가,2026-06-12,KRX KIND
075580,세진중공업,유가,2026-06-12,KRX KIND
075970,동국알앤에스,코스닥,2026-06-12,KRX KIND
076080,웰크론한텍,코스닥,2026-06-12,KRX KIND
076610,해성옵틱스,코스닥,2026-06-12,KRX KIND
077360,덕산하이메탈,코스닥,2026-06-12,KRX KIND
077500,유니퀘스트,유가,2026-06-12,KRX KIND
077970,STX엔진,유가,2026-06-12,KRX KIND
078000,텔코웨어,유가,2026-06-12,KRX KIND
078020,LS증권,코스닥,2026-06-12,KRX KIND
078070,유비쿼스홀딩스,코스닥,2026-06-12,KRX KIND
078130,국일제지,코스닥,2026-06-12,KRX KIND
078140,대봉엘에스,코스닥,2026-06-12,KRX KIND
078150,HB테크놀러지,코스닥,2026-06-12,KRX KIND
078160,메디포스트,코스닥,2026-06-12,KRX KIND
078340,컴투스,코스닥,2026-06-12,KRX KIND
078350,한양디지텍,코스닥,2026-06-12,KRX KIND
078520,에이블씨엔씨,유가,2026-06-12,KRX KIND
078590,휴림에이텍,코스닥,2026-06-12,KRX KIND
078600,대주전자재료,코스닥,2026-06-12,KRX KIND
078860,아이오케이이엔엠,코스닥,2026-06-12,KRX KIND
078890,가온그룹,코스닥,2026-06-12,KRX KIND
078930,GS,유가,2026-06-12,KRX KIND
079000,와토스코리아,코스닥,2026-06-12,KRX KIND
079160,CJ CGV,유가,2026-06-12,KRX KIND
079170,한창산업,코스닥,2026-06-12,KRX KIND
079190,케스피온,코스닥,2026-06-12,KRX KIND
079370,제우스,코스닥,2026-06-12,KRX KIND
079430,현대리바트,유가,2026-06-12,KRX KIND
079550,LIG디펜스앤에어로스페이스,유가,2026-06-12,KRX KIND
079650,서산,코스닥,2026-06-12,KRX KIND
079810,APS이노베이션,코스닥,2026-06-12,KRX KIND
079900,전진건설로봇,유가,2026-06-12,KRX KIND
079940,가비아,코스닥,2026-06-12,KRX KIND
079950,인베니아,코스닥,2026-06-12,KRX KIND
079960,동양이엔피,코스닥,2026-06-12,KRX KIND
079970,투비소프트,코스닥,2026-06-12,KRX KIND
079980,휴비스,유가,2026-06-12,KRX KIND
080010,이상네트웍스,코스닥,2026-06-12,KRX KIND
080160,모두투어,코스닥,2026-06-12,KRX KIND
080220,제주반도체,코스닥,2026-06-12,KRX KIND
080420,모다이노칩,코스닥,2026-06-12,KRX KIND
080470,성창오토텍,코스닥,2026-06-12,KRX KIND
080520,오디텍,코스닥,2026-06-12,KRX KIND
080530,코디,코스닥,2026-06-12,KRX KIND
080580,오킨스전자,코스닥,2026-06-12,KRX KIND
080720,한국유니온제약,코스닥,2026-06-12,KRX KIND
081000,일진다이아,유가,2026-06-12,KRX KIND
081150,티플랙스,코스닥,2026-06-12,KRX KIND
081180,쎄크,코스닥,2026-06-12,KRX KIND
081580,성우전자,코스닥,2026-06-12,KRX KIND
081660,미스토홀딩스,유가,2026-06-12,KRX KIND
082210,옵트론텍,코스닥,2026-06-12,KRX KIND
082270,젬백스,코스닥,2026-06-12,KRX KIND
082640,동양생명,유가,2026-06-12,KRX KIND
082660,코스나인,코스닥,2026-06-12,KRX KIND
082740,한화엔진,유가,2026-06-12,KRX KIND
082800,비보존 제약,코스닥,2026-06-12,KRX KIND
082850,우리바이오,코스닥,2026-06-12,KRX KIND
082920,비츠로셀,코스닥,2026-06-12,KRX KIND
083310,엘오티베큠,코스닥,2026-06-12,KRX KIND
083420,그린케미칼,유가,2026-06-12,KRX KIND
083450,GST,코스닥,2026-06-12,KRX KIND
083470,이엠앤아이,코스닥,2026-06-12,KRX KIND
083500,에프엔에스테크,코스닥,2026-06-12,KRX KIND
083550,케이엠,코스닥,2026-06-12,KRX KIND
083640,인콘,코스닥,2026-06-12,KRX KIND
083650,비에이치아이,코스닥,2026-06-12,KRX KIND
083660,CSA 코스믹,코스닥,2026-06-12,KRX KIND
083790,CG인바이츠,코스닥,2026-06-12,KRX KIND
083930,아바코,코스닥,2026-06-12,KRX KIND
084010,대한제강,유가,2026-06-12,KRX KIND
084110,휴온스글로벌,코스닥,2026-06-12,KRX KIND
084180,수성웹툰,코스닥,2026-06-12,KRX KIND
084370,유진테크,코스닥,2026-06-12,KRX KIND
084440,유비온,코스닥,2026-06-12,KRX KIND
084650,랩지노믹스,코스닥,2026-06-12,KRX KIND
084670,동양고속,유가,2026-06-12,KRX KIND
084680,이월드,유가,2026-06-12,KRX KIND
084690,대상홀딩스,유가,2026-06-12,KRX KIND
084730,팅크웨어,코스닥,2026-06-12,KRX KIND
084850,아이티엠반도체,코스닥,2026-06-12,KRX KIND
084870,티비에이치글로벌,유가,2026-06-12,KRX KIND
084990,헬릭스미스,코스닥,2026-06-12,KRX KIND
085310,엔케이,유가,2026-06-12,KRX KIND
085620,미래에셋생명,유가,2026-06-12,KRX KIND
085660,차바이오텍,코스닥,2026-06-12,KRX KIND
085670,뉴프렉스,코스닥,2026-06-12,KRX KIND
085810,알티캐스트,코스닥,2026-06-12,KRX KIND
085910,네오티스,코스닥,2026-06-12,KRX KIND
086040,바이오톡스텍,코스닥,2026-06-12,KRX KIND
086060,진바이오텍,코스닥,2026-06-12,KRX KIND
086280,현대글로비스,유가,2026-06-12,KRX KIND
086390,유니테스트,코스닥,2026-06-12,KRX KIND
086450,동국제약,코스닥,2026-06-12,KRX KIND
086520,에코프로,코스닥,2026-06-12,KRX KIND
086670,비엠티,코스닥,2026-06-12,KRX KIND
086710,선진뷰티사이언스,코스닥,2026-06-12,KRX KIND
086790,하나금융지주,유가,2026-06-12,KRX KIND
086820,바이오솔루션,코스닥,2026-06-12,KRX KIND
086890,이수앱지스,코스닥,2026-06-12,KRX KIND
086900,메디톡스,코스닥,2026-06-12,KRX KIND
086960,MDS테크,코스닥,2026-06-12,KRX KIND
086980,쇼박스,코스닥,2026-06-12,KRX KIND
087010,펩트론,코스닥,2026-06-12,KRX KIND
087260,모바일어플라이언스,코스닥,2026-06-12,KRX KIND
087600,픽셀플러스,코스닥,2026-06-12,KRX KIND
088130,동아엘텍,코스닥,2026-06-12,KRX KIND
088260,이리츠코크렙,유가,2026-06-12,KRX KIND
088280,쏘닉스,코스닥,2026-06-12,KRX KIND
088290,이원컴포텍,코스닥,2026-06-12,KRX KIND
088340,유라클,코스닥,2026-06-12,KRX KIND
088350,한화생명,유가,2026-06-12,KRX KIND
088390,이녹스,코스닥,2026-06-12,KRX KIND
088790,진도,유가,2026-06-12,KRX KIND
088800,에이스테크,코스닥,2026-06-12,KRX KIND
088910,동우팜투테이블,코스닥,2026-06-12,KRX KIND
088980,맥쿼리인프라,유가,2026-06-12,KRX KIND
089010,켐트로닉스,코스닥,2026-06-12,KRX KIND
089030,테크윙,코스닥,2026-06-12,KRX KIND
089140,넥스턴앤롤코리아,코스닥,2026-06-12,KRX KIND
089150,케이씨티,코스닥,2026-06-12,KRX KIND
089230,THE E&M,코스닥,2026-06-12,KRX KIND
089470,HDC현대EP,유가,2026-06-12,KRX KIND
089590,제주항공,유가,2026-06-12,KRX KIND
089600,KT나스미디어,코스닥,2026-06-12,KRX KIND
089790,제이티,코스닥,2026-06-12,KRX KIND
089850,유비벨록스,코스닥,2026-06-12,KRX KIND
089860,롯데렌탈,유가,2026-06-12,KRX KIND
089890,코세스,코스닥,2026-06-12,KRX KIND
089970,브이엠,코스닥,2026-06-12,KRX KIND
089980,상아프론테크,코스닥,2026-06-12,KRX KIND
090080,평화산업,유가,2026-06-12,KRX KIND
090150,아이윈,코스닥,2026-06-12,KRX KIND
090350,노루페인트,유가,2026-06-12,KRX KIND
090360,로보스타,코스닥,2026-06-12,KRX KIND
090370,메타랩스,유가,2026-06-12,KRX KIND
090410,덕신이피씨,코스닥,2026-06-12,KRX KIND
090430,아모레퍼시픽,유가,2026-06-12,KRX KIND
090460,비에이치,유가,2026-06-12,KRX KIND
090470,제이스로보틱스,코스닥,2026-06-12,KRX KIND
090710,휴림로봇,코스닥,2026-06-12,KRX KIND
090850,현대이지웰,코스닥,2026-06-12,KRX KIND
091120,이엠텍,코스닥,2026-06-12,KRX KIND
091340,S&K폴리텍,코스닥,2026-06-12,KRX KIND
091440,한울소재과학,코스닥,2026-06-12,KRX KIND
091580,상신이디피,코스닥,2026-06-12,KRX KIND
091590,남화토건,코스닥,2026-06-12,KRX KIND
091700,파트론,코스닥,2026-06-12,KRX KIND
091810,트리니티항공,유가,2026-06-12,KRX KIND
091970,나노캠텍,코스닥,2026-06-12,KRX KIND
092040,아미코젠,코스닥,2026-06-12,KRX KIND
092070,디엔에프,코스닥,2026-06-12,KRX KIND
092130,이크레더블,코스닥,2026-06-12,KRX KIND
092190,서울바이오시스,코스닥,2026-06-12,KRX KIND
092200,디아이씨,유가,2026-06-12,KRX KIND
092220,KEC,유가,2026-06-12,KRX KIND
092230,KPX홀딩스,유가,2026-06-12,KRX KIND
092300,현우산업,코스닥,2026-06-12,KRX KIND
092440,기신정기,유가,2026-06-12,KRX KIND
092460,한라IMS,코스닥,2026-06-12,KRX KIND
092600,앤씨앤,코스닥,2026-06-12,KRX KIND
092730,네오팜,코스닥,2026-06-12,KRX KIND
092780,DYP,유가,2026-06-12,KRX KIND
092790,넥스틸,유가,2026-06-12,KRX KIND
092870,엑시콘,코스닥,2026-06-12,KRX KIND
093050,LF,유가,2026-06-12,KRX KIND
093190,빅솔론,코스닥,2026-06-12,KRX KIND
093240,형지엘리트,유가,2026-06-12,KRX KIND
093320,케이아이엔엑스,코스닥,2026-06-12,KRX KIND
093370,후성,유가,2026-06-12,KRX KIND
093380,풍강,코스닥,2026-06-12,KRX KIND
093520,매커스,코스닥,2026-06-12,KRX KIND
093640,케이알엠,코스닥,2026-06-12,KRX KIND
093920,서원인텍,코스닥,2026-06-12,KRX KIND
094170,동운아나텍,코스닥,2026-06-12,KRX KIND
094280,효성 ITX,유가,2026-06-12,KRX KIND
094360,칩스앤미디어,코스닥,2026-06-12,KRX KIND
094480,갤럭시아머니트리,코스닥,2026-06-12,KRX KIND
094800,맵스리얼티,유가,2026-06-12,KRX KIND
094820,일진파워,코스닥,2026-06-12,KRX KIND
094840,슈프리마에이치큐,코스닥,2026-06-12,KRX KIND
094850,참좋은여행,코스닥,2026-06-12,KRX KIND
094860,네오리진,코스닥,2026-06-12,KRX KIND
094940,푸른로보틱스,코스닥,2026-06-12,KRX KIND
094970,제이엠티,코스닥,2026-06-12,KRX KIND
095190,신화프리텍,코스닥,2026-06-12,KRX KIND
095270,웨이브일렉트로,코스닥,2026-06-12,KRX KIND
095340,ISC,코스닥,2026-06-12,KRX KIND
095500,미래나노텍,코스닥,2026-06-12,KRX KIND
095570,AJ네트웍스,유가,2026-06-12,KRX KIND
095610,테스,코스닥,2026-06-12,KRX KIND
095660,네오위즈,코스닥,2026-06-12,KRX KIND
095700,제넥신,코스닥,2026-06-12,KRX KIND
095720,웅진씽크빅,유가,2026-06-12,KRX KIND
095910,에스에너지,코스닥,2026-06-12,KRX KIND
096240,크레버스,코스닥,2026-06-12,KRX KIND
096250,와이즈넛,코스닥,2026-06-12,KRX KIND
096350,대창솔루션,코스닥,2026-06-12,KRX KIND
096530,씨젠,코스닥,2026-06-12,KRX KIND
096610,알에프세미,코스닥,2026-06-12,KRX KIND
096630,에스코넥,코스닥,2026-06-12,KRX KIND
096690,에이루트,코스닥,2026-06-12,KRX KIND
096760,JW홀딩스,유가,2026-06-12,KRX KIND
096770,SK이노베이션,유가,2026-06-12,KRX KIND
096870,엘디티,코스닥,2026-06-12,KRX KIND
097230,HJ중공업,유가,2026-06-12,KRX KIND
097520,엠씨넥스,유가,2026-06-12,KRX KIND
097780,에코볼트,코스닥,2026-06-12,KRX KIND
097800,윈팩,코스닥,2026-06-12,KRX KIND
097870,효성오앤비,코스닥,2026-06-12,KRX KIND
097950,CJ제일제당,유가,2026-06-12,KRX KIND
098070,한텍,코스닥,2026-06-12,KRX KIND
098120,마이크로컨텍솔,코스닥,2026-06-12,KRX KIND
098460,고영,코스닥,2026-06-12,KRX KIND
098660,에스티오,코스닥,2026-06-12,KRX KIND
099190,아이센스,코스닥,2026-06-12,KRX KIND
099220,SDN,코스닥,2026-06-12,KRX KIND
099320,쎄트렉아이,코스닥,2026-06-12,KRX KIND
099390,브레인즈컴퍼니,코스닥,2026-06-12,KRX KIND
099410,동방선기,코스닥,2026-06-12,KRX KIND
099430,바이오플러스,코스닥,2026-06-12,KRX KIND
099440,스맥,코스닥,2026-06-12,KRX KIND
099520,DGI,코스닥,2026-06-12,KRX KIND
099750,이지케어텍,코스닥,2026-06-12,KRX KIND
100030,인지소프트,코스닥,2026-06-12,KRX KIND
100090,SK오션플랜트,유가,2026-06-12,KRX KIND
100120,뷰웍스,코스닥,2026-06-12,KRX KIND
100130,동국S&C,코스닥,2026-06-12,KRX KIND
100220,비상교육,유가,2026-06-12,KRX KIND
100250,진양홀딩스,유가,2026-06-12,KRX KIND
100590,머큐리,코스닥,2026-06-12,KRX KIND
100660,서암기계공업,코스닥,2026-06-12,KRX KIND
100700,세운메디칼,코스닥,2026-06-12,KRX KIND
100790,미래에셋벤처투자,코스닥,2026-06-12,KRX KIND
100840,SNT에너지,유가,2026-06-12,KRX KIND
101000,KS인더스트리,코스닥,2026-06-12,KRX KIND
101140,인바이오젠,유가,2026-06-12,KRX KIND
101160,월덱스,코스닥,2026-06-12,KRX KIND
101170,우림피티에스,코스닥,2026-06-12,KRX KIND
101240,씨큐브,코스닥,2026-06-12,KRX KIND
101330,모베이스,코스닥,2026-06-12,KRX KIND
101360,에코앤드림,코스닥,2026-06-12,KRX KIND
101390,아이엠,코스닥,2026-06-12,KRX KIND
101400,엔시트론,코스닥,2026-06-12,KRX KIND
101490,에스앤에스텍,코스닥,2026-06-12,KRX KIND
101530,해태제과식품,유가,2026-06-12,KRX KIND
101670,하이드로리튬,코스닥,2026-06-12,KRX KIND
101680,한국정밀기계,코스닥,2026-06-12,KRX KIND
101730,위메이드맥스,코스닥,2026-06-12,KRX KIND
101930,인화정공,코스닥,2026-06-12,KRX KIND
101970,우양에이치씨,코스닥,2026-06-12,KRX KIND
102120,어보브반도체,코스닥,2026-06-12,KRX KIND
102260,동성케미컬,유가,2026-06-12,KRX KIND
102370,케이옥션,코스닥,2026-06-12,KRX KIND
102460,이연제약,유가,2026-06-12,KRX KIND
102710,이엔에프테크놀로지,코스닥,2026-06-12,KRX KIND
102940,코오롱생명과학,코스닥,2026-06-12,KRX KIND
103140,풍산,유가,2026-06-12,KRX KIND
103230,에스앤더블류,코스닥,2026-06-12,KRX KIND
103590,일진전기,유가,2026-06-12,KRX KIND
103840,우양,코스닥,2026-06-12,KRX KIND
104040,디에스엠,코스닥,2026-06-12,KRX KIND
104200,NHN벅스,코스닥,2026-06-12,KRX KIND
104460,디와이피엔에프,코스닥,2026-06-12,KRX KIND
104480,티케이케미칼,코스닥,2026-06-12,KRX KIND
104540,코렌텍,코스닥,2026-06-12,KRX KIND
104620,노랑풍선,코스닥,2026-06-12,KRX KIND
104700,한국철강,유가,2026-06-12,KRX KIND
104830,원익머트리얼즈,코스닥,2026-06-12,KRX KIND
105330,케이엔더블유,코스닥,2026-06-12,KRX KIND
105550,엣지파운드리,코스닥,2026-06-12,KRX KIND
105560,KB금융,유가,2026-06-12,KRX KIND
105630,한세실업,유가,2026-06-12,KRX KIND
105740,디케이락,코스닥,2026-06-12,KRX KIND
105760,포스뱅크,코스닥,2026-06-12,KRX KIND
105840,우진,유가,2026-06-12,KRX KIND
106080,케이이엠텍,코스닥,2026-06-12,KRX KIND
106190,하이텍팜,코스닥,2026-06-12,KRX KIND
106240,파인테크닉스,코스닥,2026-06-12,KRX KIND
106520,노블엠앤비,코스닥,2026-06-12,KRX KIND
107590,미원홀딩스,유가,2026-06-12,KRX KIND
107600,새빗켐,코스닥,2026-06-12,KRX KIND
107640,한중엔시에스,코스닥,2026-06-12,KRX KIND
108230,톱텍,코스닥,2026-06-12,KRX KIND
108320,LX세미콘,유가,2026-06-12,KRX KIND
108380,대양전기공업,코스닥,2026-06-12,KRX KIND
108490,로보티즈,코스닥,2026-06-12,KRX KIND
108670,LX하우시스,유가,2026-06-12,KRX KIND
108860,셀바스AI,코스닥,2026-06-12,KRX KIND
109070,주성코퍼레이션,유가,2026-06-12,KRX KIND
109080,옵티시스,코스닥,2026-06-12,KRX KIND
109610,에스와이,코스닥,2026-06-12,KRX KIND
109670,씨싸이트,코스닥,2026-06-12,KRX KIND
109740,디에스케이,코스닥,2026-06-12,KRX KIND
109820,진매트릭스,코스닥,2026-06-12,KRX KIND
109860,동일금속,코스닥,2026-06-12,KRX KIND
109960,앱토크롬,코스닥,2026-06-12,KRX KIND
110020,전진바이오팜,코스닥,2026-06-12,KRX KIND
110790,크리스에프앤씨,코스닥,2026-06-12,KRX KIND
110990,디아이티,코스닥,2026-06-12,KRX KIND
111110,호전실업,유가,2026-06-12,KRX KIND
111380,동인기연,유가,2026-06-12,KRX KIND
111710,남화산업,코스닥,2026-06-12,KRX KIND
111770,영원무역,유가,2026-06-12,KRX KIND
112040,위메이드,코스닥,2026-06-12,KRX KIND
112290,와이씨켐,코스닥,2026-06-12,KRX KIND
112610,씨에스윈드,유가,2026-06-12,KRX KIND
113810,디젠스,코스닥,2026-06-12,KRX KIND
114090,GKL,유가,2026-06-12,KRX KIND
114190,강원에너지,코스닥,2026-06-12,KRX KIND
114450,그린생명과학,코스닥,2026-06-12,KRX KIND
114630,폴라리스우노,코스닥,2026-06-12,KRX KIND
114810,한솔아이원스,코스닥,2026-06-12,KRX KIND
114840,아이패밀리에스씨,코스닥,2026-06-12,KRX KIND
115160,휴맥스,코스닥,2026-06-12,KRX KIND
115180,큐리언트,코스닥,2026-06-12,KRX KIND
115310,인포바인,코스닥,2026-06-12,KRX KIND
115440,우리넷,코스닥,2026-06-12,KRX KIND
115450,HLB테라퓨틱스,코스닥,2026-06-12,KRX KIND
115480,씨유메디칼,코스닥,2026-06-12,KRX KIND
115500,케이씨에스,코스닥,2026-06-12,KRX KIND
115530,씨엔플러스,코스닥,2026-06-12,KRX KIND
115570,스타플렉스,코스닥,2026-06-12,KRX KIND
115610,이미지스,코스닥,2026-06-12,KRX KIND
117580,대성에너지,유가,2026-06-12,KRX KIND
117670,알파칩스,코스닥,2026-06-12,KRX KIND
117730,티로보틱스,코스닥,2026-06-12,KRX KIND
118000,메타케어,유가,2026-06-12,KRX KIND
118990,모트렉스,코스닥,2026-06-12,KRX KIND
119500,포메탈,코스닥,2026-06-12,KRX KIND
119610,인터로조,코스닥,2026-06-12,KRX KIND
119650,KC코트렐,유가,2026-06-12,KRX KIND
119830,아이텍,코스닥,2026-06-12,KRX KIND
119850,지엔씨에너지,코스닥,2026-06-12,KRX KIND
120030,조선선재,유가,2026-06-12,KRX KIND
120110,코오롱인더,유가,2026-06-12,KRX KIND
120240,대정화금,코스닥,2026-06-12,KRX KIND
121440,골프존홀딩스,코스닥,2026-06-12,KRX KIND
121600,나노신소재,코스닥,2026-06-12,KRX KIND
121800,비덴트,코스닥,2026-06-12,KRX KIND
121850,코이즈,코스닥,2026-06-12,KRX KIND
121890,에스디시스템,코스닥,2026-06-12,KRX KIND
122310,제노레이,코스닥,2026-06-12,KRX KIND
122350,삼기,코스닥,2026-06-12,KRX KIND
122450,KX,코스닥,2026-06-12,KRX KIND
122640,예스티,코스닥,2026-06-12,KRX KIND
122690,서진오토모티브,코스닥,2026-06-12,KRX KIND
122870,와이지엔터테인먼트,코스닥,2026-06-12,KRX KIND
122900,아이마켓코리아,유가,2026-06-12,KRX KIND
122990,와이솔,코스닥,2026-06-12,KRX KIND
123010,알엔티엑스,코스닥,2026-06-12,KRX KIND
123040,엠에스오토텍,코스닥,2026-06-12,KRX KIND
123330,제닉,코스닥,2026-06-12,KRX KIND
123410,코리아에프티,코스닥,2026-06-12,KRX KIND
