symbol,name,market,as_of,source
282720,금양그린파워,코스닥,2026-06-12,KRX KIND
282880,코윈테크,코스닥,2026-06-12,KRX KIND
284620,카이노스메드,코스닥,2026-06-12,KRX KIND
284740,쿠쿠홈시스,유가,2026-06-12,KRX KIND
285130,SK케미칼,유가,2026-06-12,KRX KIND
285490,노바텍,코스닥,2026-06-12,KRX KIND
285800,진영,코스닥,2026-06-12,KRX KIND
286750,나노실리칸첨단소재,코스닥,2026-06-12,KRX KIND
286940,롯데이노베이트,유가,2026-06-12,KRX KIND
287840,인투셀,코스닥,2026-06-12,KRX KIND
288180,케이피항공산업,코스닥,2026-06-12,KRX KIND
288330,파라택시스코리아,코스닥,2026-06-12,KRX KIND
288620,에스프리즘,코스닥,2026-06-12,KRX KIND
288980,모아데이타,코스닥,2026-06-12,KRX KIND
289010,아이스크림에듀,코스닥,2026-06-12,KRX KIND
289080,SV인베스트먼트,코스닥,2026-06-12,KRX KIND
289220,자이언트스텝,코스닥,2026-06-12,KRX KIND
289930,웨이비스,코스닥,2026-06-12,KRX KIND
290090,트윔,코스닥,2026-06-12,KRX KIND
290120,DH오토리드,코스닥,2026-06-12,KRX KIND
290270,휴네시온,코스닥,2026-06-12,KRX KIND
290520,신도기연,코스닥,2026-06-12,KRX KIND
290550,디케이티,코스닥,2026-06-12,KRX KIND
290560,파라택시스이더리움,코스닥,2026-06-12,KRX KIND
290650,엘앤씨바이오,코스닥,2026-06-12,KRX KIND
290660,다이나믹솔루션,코스닥,2026-06-12,KRX KIND
290670,대보마그네틱,코스닥,2026-06-12,KRX KIND
290690,소룩스,코스닥,2026-06-12,KRX KIND
290720,푸드나무,코스닥,2026-06-12,KRX KIND
290740,액트로,코스닥,2026-06-12,KRX KIND
291230,엔피,코스닥,2026-06-12,KRX KIND
291650,압타머사이언스,코스닥,2026-06-12,KRX KIND
291810,핀텔,코스닥,2026-06-12,KRX KIND
293480,하나제약,유가,2026-06-12,KRX KIND
293490,카카오게임즈,코스닥,2026-06-12,KRX KIND
293580,나우IB,코스닥,2026-06-12,KRX KIND
293780,압타바이오,코스닥,2026-06-12,KRX KIND
293940,신한알파리츠,유가,2026-06-12,KRX KIND
294090,이오플로우,코스닥,2026-06-12,KRX KIND
294140,레몬,코스닥,2026-06-12,KRX KIND
294570,쿠콘,코스닥,2026-06-12,KRX KIND
294630,서남,코스닥,2026-06-12,KRX KIND
294870,IPARK현대산업개발,유가,2026-06-12,KRX KIND
295310,에이치브이엠,코스닥,2026-06-12,KRX KIND
296640,이노에이엑스,코스닥,2026-06-12,KRX KIND
297090,씨에스베어링,코스닥,2026-06-12,KRX KIND
297570,알로이스,코스닥,2026-06-12,KRX KIND
297890,HB솔루션,코스닥,2026-06-12,KRX KIND
298000,효성화학,유가,2026-06-12,KRX KIND
298020,효성티앤씨,유가,2026-06-12,KRX KIND
298040,효성중공업,유가,2026-06-12,KRX KIND
298050,HS효성첨단소재,유가,2026-06-12,KRX KIND
298060,풍전약품,코스닥,2026-06-12,KRX KIND
298380,에이비엘바이오,코스닥,2026-06-12,KRX KIND
298540,더네이쳐홀딩스,코스닥,2026-06-12,KRX KIND
298690,에어부산,유가,2026-06-12,KRX KIND
298830,슈어소프트테크,코스닥,2026-06-12,KRX KIND
299030,하나기술,코스닥,2026-06-12,KRX KIND
299170,더블유에스아이,코스닥,2026-06-12,KRX KIND
299660,셀리드,코스닥,2026-06-12,KRX KIND
299900,위지윅스튜디오,코스닥,2026-06-12,KRX KIND
300080,플리토,코스닥,2026-06-12,KRX KIND
300120,라온피플,코스닥,2026-06-12,KRX KIND
300720,한일시멘트,유가,2026-06-12,KRX KIND
301300,바이브컴퍼니,코스닥,2026-06-12,KRX KIND
302430,이노메트리,코스닥,2026-06-12,KRX KIND
302440,SK바이오사이언스,유가,2026-06-12,KRX KIND
302550,리메드,코스닥,2026-06-12,KRX KIND
303030,지니틱스,코스닥,2026-06-12,KRX KIND
303360,프로티아,코스닥,2026-06-12,KRX KIND
303530,이노뎁,코스닥,2026-06-12,KRX KIND
303810,동국생명과학,코스닥,2026-06-12,KRX KIND
304100,솔트룩스,코스닥,2026-06-12,KRX KIND
304360,에스바이오메딕스,코스닥,2026-06-12,KRX KIND
304840,피플바이오,코스닥,2026-06-12,KRX KIND
305090,마이크로디지탈,코스닥,2026-06-12,KRX KIND
306040,에스제이그룹,코스닥,2026-06-12,KRX KIND
306200,세아제강,유가,2026-06-12,KRX KIND
306620,지아이에스,코스닥,2026-06-12,KRX KIND
307180,아이엘,코스닥,2026-06-12,KRX KIND
307280,원바이오젠,코스닥,2026-06-12,KRX KIND
307750,국전,코스닥,2026-06-12,KRX KIND
307870,비투엔,코스닥,2026-06-12,KRX KIND
307930,컴퍼니케이,코스닥,2026-06-12,KRX KIND
307950,현대오토에버,유가,2026-06-12,KRX KIND
308080,바이젠셀,코스닥,2026-06-12,KRX KIND
308100,형지글로벌,코스닥,2026-06-12,KRX KIND
308170,씨티알모빌리티,유가,2026-06-12,KRX KIND
308430,셀비온,코스닥,2026-06-12,KRX KIND
309710,아이티켐,코스닥,2026-06-12,KRX KIND
309930,조이웍스앤코,코스닥,2026-06-12,KRX KIND
309960,LB인베스트먼트,코스닥,2026-06-12,KRX KIND
310200,애니플러스,코스닥,2026-06-12,KRX KIND
310210,보로노이,코스닥,2026-06-12,KRX KIND
310870,디와이씨,코스닥,2026-06-12,KRX KIND
311320,지오엘리먼트,코스닥,2026-06-12,KRX KIND
311390,네오크레마,코스닥,2026-06-12,KRX KIND
311690,CJ 바이오사이언스,코스닥,2026-06-12,KRX KIND
312610,에이에프더블류,코스닥,2026-06-12,KRX KIND
313760,캐리,코스닥,2026-06-12,KRX KIND
314130,지놈앤컴퍼니,코스닥,2026-06-12,KRX KIND
314140,알피바이오,코스닥,2026-06-12,KRX KIND
314930,바이오다인,코스닥,2026-06-12,KRX KIND
315640,딥노이드,코스닥,2026-06-12,KRX KIND
316140,우리금융지주,유가,2026-06-12,KRX KIND
317120,라닉스,코스닥,2026-06-12,KRX KIND
317240,TS트릴리온,코스닥,2026-06-12,KRX KIND
317330,덕산테코피아,코스닥,2026-06-12,KRX KIND
317400,자이에스앤디,유가,2026-06-12,KRX KIND
317450,명인제약,유가,2026-06-12,KRX KIND
317530,에피소드컴퍼니,코스닥,2026-06-12,KRX KIND
317690,퀀타매트릭스,코스닥,2026-06-12,KRX KIND
317770,엑스페릭스,코스닥,2026-06-12,KRX KIND
317830,에스피시스템스,코스닥,2026-06-12,KRX KIND
317850,대모,코스닥,2026-06-12,KRX KIND
317870,엔바이오니아,코스닥,2026-06-12,KRX KIND
318000,KBG,코스닥,2026-06-12,KRX KIND
318010,팜스빌,코스닥,2026-06-12,KRX KIND
318020,포인트모바일,코스닥,2026-06-12,KRX KIND
318060,그래피,코스닥,2026-06-12,KRX KIND
318160,셀바이오휴먼텍,코스닥,2026-06-12,KRX KIND
318410,비비씨,코스닥,2026-06-12,KRX KIND
319400,현대무벡스,코스닥,2026-06-12,KRX KIND
319660,피에스케이,코스닥,2026-06-12,KRX KIND
320000,한울반도체,코스닥,2026-06-12,KRX KIND
321260,프로이천,코스닥,2026-06-12,KRX KIND
321370,센서뷰,코스닥,2026-06-12,KRX KIND
321550,티움바이오,코스닥,2026-06-12,KRX KIND
321820,아티스트컴퍼니,코스닥,2026-06-12,KRX KIND
322000,HD현대에너지솔루션,유가,2026-06-12,KRX KIND
322180,LS티라유텍,코스닥,2026-06-12,KRX KIND
322310,오로스테크놀로지,코스닥,2026-06-12,KRX KIND
322510,제이엘케이,코스닥,2026-06-12,KRX KIND
322780,코퍼스코리아,코스닥,2026-06-12,KRX KIND
323280,태성,코스닥,2026-06-12,KRX KIND
323350,다원넥스뷰,코스닥,2026-06-12,KRX KIND
323410,카카오뱅크,유가,2026-06-12,KRX KIND
323990,박셀바이오,코스닥,2026-06-12,KRX KIND
326030,에스케이바이오팜,유가,2026-06-12,KRX KIND
327260,RF머트리얼즈,코스닥,2026-06-12,KRX KIND
328130,루닛,코스닥,2026-06-12,KRX KIND
328380,솔트웨어,코스닥,2026-06-12,KRX KIND
329180,HD현대중공업,유가,2026-06-12,KRX KIND
330350,위더스제약,코스닥,2026-06-12,KRX KIND
330590,롯데리츠,유가,2026-06-12,KRX KIND
330730,스톤브릿지벤처스,코스닥,2026-06-12,KRX KIND
330860,네패스아크,코스닥,2026-06-12,KRX KIND
331380,포커스에이아이,코스닥,2026-06-12,KRX KIND
331520,밸로프,코스닥,2026-06-12,KRX KIND
331740,아우토크립트,코스닥,2026-06-12,KRX KIND
331920,셀레믹스,코스닥,2026-06-12,KRX KIND
332290,누보,코스닥,2026-06-12,KRX KIND
332370,아이디피,코스닥,2026-06-12,KRX KIND
332570,PS일렉트로닉스,코스닥,2026-06-12,KRX KIND
333050,이노테나,코스닥,2026-06-12,KRX KIND
333430,일승,코스닥,2026-06-12,KRX KIND
333620,엔시스,코스닥,2026-06-12,KRX KIND
334890,이지스밸류플러스리츠,유가,2026-06-12,KRX KIND
334970,프레스티지바이오로직스,코스닥,2026-06-12,KRX KIND
335810,프리시젼바이오,코스닥,2026-06-12,KRX KIND
335870,윙스풋,코스닥,2026-06-12,KRX KIND
336060,웨이버스,코스닥,2026-06-12,KRX KIND
336260,두산퓨얼셀,유가,2026-06-12,KRX KIND
336370,솔루스첨단소재,유가,2026-06-12,KRX KIND
336570,원텍,코스닥,2026-06-12,KRX KIND
336680,탑런토탈솔루션,코스닥,2026-06-12,KRX KIND
337930,젝시믹스,코스닥,2026-06-12,KRX KIND
338100,NH프라임리츠,유가,2026-06-12,KRX KIND
338220,뷰노,코스닥,2026-06-12,KRX KIND
338840,와이바이오로직스,코스닥,2026-06-12,KRX KIND
339770,교촌에프앤비,유가,2026-06-12,KRX KIND
339950,아이비김영,코스닥,2026-06-12,KRX KIND
340360,다보링크,코스닥,2026-06-12,KRX KIND
340440,세림B&G,코스닥,2026-06-12,KRX KIND
340450,지씨지놈,코스닥,2026-06-12,KRX KIND
340570,티앤엘,코스닥,2026-06-12,KRX KIND
340810,시선AI,코스닥,2026-06-12,KRX KIND
340930,유일에너테크,코스닥,2026-06-12,KRX KIND
342870,오아,코스닥,2026-06-12,KRX KIND
344820,케이씨씨글라스,유가,2026-06-12,KRX KIND
344860,이노진,코스닥,2026-06-12,KRX KIND
347000,센코,코스닥,2026-06-12,KRX KIND
347700,스피어,코스닥,2026-06-12,KRX KIND
347740,피엔케이피부임상연구센타,코스닥,2026-06-12,KRX KIND
347770,핌스,코스닥,2026-06-12,KRX KIND
347850,디앤디파마텍,코스닥,2026-06-12,KRX KIND
347860,알체라,코스닥,2026-06-12,KRX KIND
347890,엠엑스온,코스닥,2026-06-12,KRX KIND
348030,모비릭스,코스닥,2026-06-12,KRX KIND
348080,큐라티스,코스닥,2026-06-12,KRX KIND
348150,고바이오랩,코스닥,2026-06-12,KRX KIND
348210,넥스틴,코스닥,2026-06-12,KRX KIND
348340,뉴로메카,코스닥,2026-06-12,KRX KIND
348350,위드텍,코스닥,2026-06-12,KRX KIND
348370,엔켐,코스닥,2026-06-12,KRX KIND
348950,제이알글로벌리츠,유가,2026-06-12,KRX KIND
350520,이지스레지던스리츠,유가,2026-06-12,KRX KIND
351320,넥사다이내믹스,코스닥,2026-06-12,KRX KIND
351330,이삭엔지니어링,코스닥,2026-06-12,KRX KIND
351870,차이커뮤니케이션,코스닥,2026-06-12,KRX KIND
352090,스톰테크,코스닥,2026-06-12,KRX KIND
352480,씨앤씨인터내셔널,코스닥,2026-06-12,KRX KIND
352700,씨앤투스,코스닥,2026-06-12,KRX KIND
352770,셀레스트라,코스닥,2026-06-12,KRX KIND
352820,하이브,유가,2026-06-12,KRX KIND
352910,오비고,코스닥,2026-06-12,KRX KIND
352940,인바이오,코스닥,2026-06-12,KRX KIND
353190,휴럼,코스닥,2026-06-12,KRX KIND
353200,대덕전자,유가,2026-06-12,KRX KIND
353590,오토앤,코스닥,2026-06-12,KRX KIND
353810,이지바이오,코스닥,2026-06-12,KRX KIND
354200,엔젠바이오,코스닥,2026-06-12,KRX KIND
354320,알멕,코스닥,2026-06-12,KRX KIND
355150,코스텍시스,코스닥,2026-06-12,KRX KIND
355390,크라우드웍스,코스닥,2026-06-12,KRX KIND
355690,에이텀,코스닥,2026-06-12,KRX KIND
356680,엑스게이트,코스닥,2026-06-12,KRX KIND
356860,티엘비,코스닥,2026-06-12,KRX KIND
356890,싸이버원,코스닥,2026-06-12,KRX KIND
357120,코람코라이프인프라리츠,유가,2026-06-12,KRX KIND
357230,에이치피오,코스닥,2026-06-12,KRX KIND
357250,미래에셋맵스리츠,유가,2026-06-12,KRX KIND
357430,마스턴프리미어리츠,유가,2026-06-12,KRX KIND
357550,석경에이티,코스닥,2026-06-12,KRX KIND
357580,아모센스,코스닥,2026-06-12,KRX KIND
357780,솔브레인,코스닥,2026-06-12,KRX KIND
357880,SKAI,코스닥,2026-06-12,KRX KIND
358570,지아이이노베이션,코스닥,2026-06-12,KRX KIND
359090,씨엔알리서치,코스닥,2026-06-12,KRX KIND
360070,탑머티리얼,코스닥,2026-06-12,KRX KIND
360350,코셈,코스닥,2026-06-12,KRX KIND
361390,제노코,코스닥,2026-06-12,KRX KIND
361570,알비더블유,코스닥,2026-06-12,KRX KIND
361610,SK아이이테크놀로지,유가,2026-06-12,KRX KIND
361670,삼영에스앤씨,코스닥,2026-06-12,KRX KIND
362320,청담글로벌,코스닥,2026-06-12,KRX KIND
362990,드림인사이트,코스닥,2026-06-12,KRX KIND
363250,진시스템,코스닥,2026-06-12,KRX KIND
363260,모비데이즈,코스닥,2026-06-12,KRX KIND
363280,티와이홀딩스,유가,2026-06-12,KRX KIND
364950,에이아이코리아,코스닥,2026-06-12,KRX KIND
365270,큐라클,코스닥,2026-06-12,KRX KIND
365330,에스와이스틸텍,코스닥,2026-06-12,KRX KIND
365340,성일하이텍,코스닥,2026-06-12,KRX KIND
365550,ESR켄달스퀘어리츠,유가,2026-06-12,KRX KIND
365590,하이딥,코스닥,2026-06-12,KRX KIND
365900,브이씨,코스닥,2026-06-12,KRX KIND
366030,공구우먼,코스닥,2026-06-12,KRX KIND
367000,플래티어,코스닥,2026-06-12,KRX KIND
368600,아이씨에이치,코스닥,2026-06-12,KRX KIND
368770,파이버프로,코스닥,2026-06-12,KRX KIND
368970,오에스피,코스닥,2026-06-12,KRX KIND
369370,블리츠웨이엔터테인먼트,코스닥,2026-06-12,KRX KIND
370090,퓨런티어,코스닥,2026-06-12,KRX KIND
371950,풍원정밀,코스닥,2026-06-12,KRX KIND
372170,윤성에프앤씨,코스닥,2026-06-12,KRX KIND
372320,큐로셀,코스닥,2026-06-12,KRX KIND
372800,아이티아이즈,코스닥,2026-06-12,KRX KIND
372910,한컴라이프케어,유가,2026-06-12,KRX KIND
373110,엑셀세라퓨틱스,코스닥,2026-06-12,KRX KIND
373160,데이원컴퍼니,코스닥,2026-06-12,KRX KIND
373170,엠아이큐브솔루션,코스닥,2026-06-12,KRX KIND
373200,엑스플러스,코스닥,2026-06-12,KRX KIND
373220,LG에너지솔루션,유가,2026-06-12,KRX KIND
375500,DL이앤씨,유가,2026-06-12,KRX KIND
376180,피코그램,코스닥,2026-06-12,KRX KIND
376270,HEM파마,코스닥,2026-06-12,KRX KIND
376290,씨유테크,코스닥,2026-06-12,KRX KIND
376300,디어유,코스닥,2026-06-12,KRX KIND
376900,로킷헬스케어,코스닥,2026-06-12,KRX KIND
376930,노을,코스닥,2026-06-12,KRX KIND
376980,원티드랩,코스닥,2026-06-12,KRX KIND
377030,비트맥스,코스닥,2026-06-12,KRX KIND
377190,디앤디플랫폼리츠,유가,2026-06-12,KRX KIND
377220,프롬바이오,코스닥,2026-06-12,KRX KIND
377300,카카오페이,유가,2026-06-12,KRX KIND
377330,이지트로닉스,코스닥,2026-06-12,KRX KIND
377450,리파인,코스닥,2026-06-12,KRX KIND
377460,큐에이드,코스닥,2026-06-12,KRX KIND
377480,마음AI,코스닥,2026-06-12,KRX KIND
377740,바이오노트,유가,2026-06-12,KRX KIND
378340,필에너지,코스닥,2026-06-12,KRX KIND
378800,샤페론,코스닥,2026-06-12,KRX KIND
378850,화승알앤에이,유가,2026-06-12,KRX KIND
380540,옵티코어,코스닥,2026-06-12,KRX KIND
380550,뉴로핏,코스닥,2026-06-12,KRX KIND
381620,제닉스로보틱스,코스닥,2026-06-12,KRX KIND
381970,케이카,유가,2026-06-12,KRX KIND
382150,온코크로스,코스닥,2026-06-12,KRX KIND
382480,지아이텍,코스닥,2026-06-12,KRX KIND
382800,지앤비에스 에코,코스닥,2026-06-12,KRX KIND
382840,원준,코스닥,2026-06-12,KRX KIND
382900,범한퓨얼셀,코스닥,2026-06-12,KRX KIND
383220,F&F,유가,2026-06-12,KRX KIND
383310,에코프로에이치엔,코스닥,2026-06-12,KRX KIND
383800,LX홀딩스,유가,2026-06-12,KRX KIND
383930,디티앤씨알오,코스닥,2026-06-12,KRX KIND
384470,코어라인소프트,코스닥,2026-06-12,KRX KIND
387570,파인메딕스,코스닥,2026-06-12,KRX KIND
388050,지투파워,코스닥,2026-06-12,KRX KIND
388210,씨엠티엑스,코스닥,2026-06-12,KRX KIND
388610,지에프씨생명과학,코스닥,2026-06-12,KRX KIND
388720,유일로보틱스,코스닥,2026-06-12,KRX KIND
388790,라이콤,코스닥,2026-06-12,KRX KIND
388870,파로스아이바이오,코스닥,2026-06-12,KRX KIND
389020,자람테크놀로지,코스닥,2026-06-12,KRX KIND
389030,지니너스,코스닥,2026-06-12,KRX KIND
389140,포바이포,코스닥,2026-06-12,KRX KIND
389260,대명에너지,코스닥,2026-06-12,KRX KIND
389470,인벤티지랩,코스닥,2026-06-12,KRX KIND
389500,에스비비테크,코스닥,2026-06-12,KRX KIND
389650,넥스트바이오메디컬,코스닥,2026-06-12,KRX KIND
389680,유디엠텍,코스닥,2026-06-12,KRX KIND
391710,코닉오토메이션,코스닥,2026-06-12,KRX KIND
393210,토마토시스템,코스닥,2026-06-12,KRX KIND
393890,더블유씨피,코스닥,2026-06-12,KRX KIND
393970,대진첨단소재,코스닥,2026-06-12,KRX KIND
394280,오픈엣지테크놀로지,코스닥,2026-06-12,KRX KIND
394420,리센스메디컬,코스닥,2026-06-12,KRX KIND
394800,쓰리빌리언,코스닥,2026-06-12,KRX KIND
395400,SK리츠,유가,2026-06-12,KRX KIND
396270,넥스트칩,코스닥,2026-06-12,KRX KIND
396300,세아메카닉스,코스닥,2026-06-12,KRX KIND
396470,워트,코스닥,2026-06-12,KRX KIND
396690,미래에셋글로벌리츠,유가,2026-06-12,KRX KIND
397030,에이프릴바이오,코스닥,2026-06-12,KRX KIND
397810,애드포러스,코스닥,2026-06-12,KRX KIND
398120,에스지헬스케어,코스닥,2026-06-12,KRX KIND
399720,가온칩스,코스닥,2026-06-12,KRX KIND
400760,NH올원리츠,유가,2026-06-12,KRX KIND
402030,코난테크놀로지,코스닥,2026-06-12,KRX KIND
402340,SK스퀘어,유가,2026-06-12,KRX KIND
402490,그린리소스,코스닥,2026-06-12,KRX KIND
403490,우듬지팜,코스닥,2026-06-12,KRX KIND
403550,쏘카,유가,2026-06-12,KRX KIND
403850,더핑크퐁컴퍼니,코스닥,2026-06-12,KRX KIND
403870,HPSP,코스닥,2026-06-12,KRX KIND
404990,신한서부티엔디리츠,유가,2026-06-12,KRX KIND
405000,플라즈맵,코스닥,2026-06-12,KRX KIND
405100,큐알티,코스닥,2026-06-12,KRX KIND
405920,나라셀라,코스닥,2026-06-12,KRX KIND
406820,뷰티스킨,코스닥,2026-06-12,KRX KIND
407400,꿈비,코스닥,2026-06-12,KRX KIND
408470,한패스,코스닥,2026-06-12,KRX KIND
408900,스튜디오미르,코스닥,2026-06-12,KRX KIND
408920,메쎄이상,코스닥,2026-06-12,KRX KIND
411080,샌즈랩,코스닥,2026-06-12,KRX KIND
412350,레이저쎌,코스닥,2026-06-12,KRX KIND
412540,제일엠앤에스,코스닥,2026-06-12,KRX KIND
413390,엠오티,코스닥,2026-06-12,KRX KIND
413630,씨피시스템,코스닥,2026-06-12,KRX KIND
413640,비아이매트릭스,코스닥,2026-06-12,KRX KIND
415380,스튜디오삼익,코스닥,2026-06-12,KRX KIND
415640,KB발해인프라,유가,2026-06-12,KRX KIND
416180,신성에스티,코스닥,2026-06-12,KRX KIND
417010,나노팀,코스닥,2026-06-12,KRX KIND
417180,핑거스토리,코스닥,2026-06-12,KRX KIND
417200,LS머트리얼즈,코스닥,2026-06-12,KRX KIND
417310,코람코더원리츠,유가,2026-06-12,KRX KIND
417500,제이아이테크,코스닥,2026-06-12,KRX KIND
417790,트루엔,코스닥,2026-06-12,KRX KIND
417840,저스템,코스닥,2026-06-12,KRX KIND
417860,오브젠,코스닥,2026-06-12,KRX KIND
417970,모델솔루션,코스닥,2026-06-12,KRX KIND
418250,시큐레터,코스닥,2026-06-12,KRX KIND
418420,라온텍,코스닥,2026-06-12,KRX KIND
418470,KT밀리의서재,코스닥,2026-06-12,KRX KIND
418550,제이오,코스닥,2026-06-12,KRX KIND
418620,E8,코스닥,2026-06-12,KRX KIND
419050,삼기에너지솔루션즈,코스닥,2026-06-12,KRX KIND
419080,엔젯,코스닥,2026-06-12,KRX KIND
419120,산돌,코스닥,2026-06-12,KRX KIND
419530,SAMG엔터,코스닥,2026-06-12,KRX KIND
419540,비스토스,코스닥,2026-06-12,KRX KIND
420570,제이투케이바이오,코스닥,2026-06-12,KRX KIND
420770,기가비스,코스닥,2026-06-12,KRX KIND
424760,벨로크,코스닥,2026-06-12,KRX KIND
424870,이뮨온시아,코스닥,2026-06-12,KRX KIND
424960,스마트레이더시스템,코스닥,2026-06-12,KRX KIND
424980,마이크로투나노,코스닥,2026-06-12,KRX KIND
425040,티이엠씨,코스닥,2026-06-12,KRX KIND
425420,티에프이,코스닥,2026-06-12,KRX KIND
429270,시지트로닉스,코스닥,2026-06-12,KRX KIND
430690,한싹,코스닥,2026-06-12,KRX KIND
431190,케이쓰리아이,코스닥,2026-06-12,KRX KIND
432320,KB스타리츠,유가,2026-06-12,KRX KIND
432430,와이랩,코스닥,2026-06-12,KRX KIND
432470,케이엔에스,코스닥,2026-06-12,KRX KIND
432720,퀄리타스반도체,코스닥,2026-06-12,KRX KIND
432980,엠에프씨,코스닥,2026-06-12,KRX KIND
434480,모니터랩,코스닥,2026-06-12,KRX KIND
435570,에르코스,코스닥,2026-06-12,KRX KIND
437730,삼현,코스닥,2026-06-12,KRX KIND
438700,버넥트,코스닥,2026-06-12,KRX KIND
439090,마녀공장,코스닥,2026-06-12,KRX KIND
439260,대한조선,유가,2026-06-12,KRX KIND
439580,블루엠텍,코스닥,2026-06-12,KRX KIND
439960,코스모로보틱스,코스닥,2026-06-12,KRX KIND
440110,파두,코스닥,2026-06-12,KRX KIND
440290,HB인베스트먼트,코스닥,2026-06-12,KRX KIND
440320,오픈놀,코스닥,2026-06-12,KRX KIND
441270,파인엠텍,코스닥,2026-06-12,KRX KIND
443060,HD현대마린솔루션,유가,2026-06-12,KRX KIND
443250,레뷰코퍼레이션,코스닥,2026-06-12,KRX KIND
443670,에스피소프트,코스닥,2026-06-12,KRX KIND
444530,심플랫폼,코스닥,2026-06-12,KRX KIND
445090,에이직랜드,코스닥,2026-06-12,KRX KIND
445180,퓨릿,코스닥,2026-06-12,KRX KIND
445680,큐리옥스바이오시스템즈,코스닥,2026-06-12,KRX KIND
446070,유니드비티플러스,유가,2026-06-12,KRX KIND
446540,메가터치,코스닥,2026-06-12,KRX KIND
446840,지슨,코스닥,2026-06-12,KRX KIND
448280,에코아이,코스닥,2026-06-12,KRX KIND
448710,코츠테크놀로지,코스닥,2026-06-12,KRX KIND
448730,삼성FN리츠,유가,2026-06-12,KRX KIND
448900,한국피아이엠,코스닥,2026-06-12,KRX KIND
450080,에코프로머티,유가,2026-06-12,KRX KIND
450330,하스,코스닥,2026-06-12,KRX KIND
450520,인스웨이브,코스닥,2026-06-12,KRX KIND
450950,아스테라시스,코스닥,2026-06-12,KRX KIND
451220,아이엠티,코스닥,2026-06-12,KRX KIND
451250,삐아,코스닥,2026-06-12,KRX KIND
451760,컨텍,코스닥,2026-06-12,KRX KIND
451800,한화리츠,유가,2026-06-12,KRX KIND
452160,제이엔비,코스닥,2026-06-12,KRX KIND
452190,한빛레이저,코스닥,2026-06-12,KRX KIND
452200,민테크,코스닥,2026-06-12,KRX KIND
452260,한화갤러리아,유가,2026-06-12,KRX KIND
452280,한선엔지니어링,코스닥,2026-06-12,KRX KIND
452300,캡스톤파트너스,코스닥,2026-06-12,KRX KIND
452400,이닉스,코스닥,2026-06-12,KRX KIND
452430,사피엔반도체,코스닥,2026-06-12,KRX KIND
452450,피아이이,코스닥,2026-06-12,KRX KIND
453340,현대그린푸드,유가,2026-06-12,KRX KIND
453450,그리드위즈,코스닥,2026-06-12,KRX KIND
453860,에이에스텍,코스닥,2026-06-12,KRX KIND
454910,두산로보틱스,유가,2026-06-12,KRX KIND
455180,케이지에이,코스닥,2026-06-12,KRX KIND
455900,엔젤로보틱스,코스닥,2026-06-12,KRX KIND
456010,아이씨티케이,코스닥,2026-06-12,KRX KIND
456040,OCI,유가,2026-06-12,KRX KIND
456070,이엔셀,코스닥,2026-06-12,KRX KIND
456160,지투지바이오,코스닥,2026-06-12,KRX KIND
457190,이수스페셜티케미컬,유가,2026-06-12,KRX KIND
457370,한켐,코스닥,2026-06-12,KRX KIND
457550,우진엔텍,코스닥,2026-06-12,KRX KIND
457600,벡트,코스닥,2026-06-12,KRX KIND
458350,에스팀,코스닥,2026-06-12,KRX KIND
458650,성우,코스닥,2026-06-12,KRX KIND
458870,씨어스,코스닥,2026-06-12,KRX KIND
459100,위츠,코스닥,2026-06-12,KRX KIND
459510,나우로보틱스,코스닥,2026-06-12,KRX KIND
459550,알트,코스닥,2026-06-12,KRX KIND
460470,아이빔테크놀로지,코스닥,2026-06-12,KRX KIND
460850,동국씨엠,유가,2026-06-12,KRX KIND
460860,동국제강,유가,2026-06-12,KRX KIND
460870,에스엠씨지,코스닥,2026-06-12,KRX KIND
460930,현대힘스,코스닥,2026-06-12,KRX KIND
460940,피앤에스로보틱스,코스닥,2026-06-12,KRX KIND
461030,아이엠비디엑스,코스닥,2026-06-12,KRX KIND
461300,아이스크림미디어,코스닥,2026-06-12,KRX KIND
462310,뉴키즈온,코스닥,2026-06-12,KRX KIND
462350,이노스페이스,코스닥,2026-06-12,KRX KIND
462510,라메디텍,코스닥,2026-06-12,KRX KIND
462520,조선내화,유가,2026-06-12,KRX KIND
462860,더즌,코스닥,2026-06-12,KRX KIND
462870,시프트업,유가,2026-06-12,KRX KIND
462980,아이지넷,코스닥,2026-06-12,KRX KIND
463020,뉴엔AI,코스닥,2026-06-12,KRX KIND
463480,모티브링크,코스닥,2026-06-12,KRX KIND
464080,에스오에스랩,코스닥,2026-06-12,KRX KIND
464280,티디에스팜,코스닥,2026-06-12,KRX KIND
464440,한국제13호스팩,코스닥,2026-06-12,KRX KIND
464490,쿼드메디슨,코스닥,2026-06-12,KRX KIND
464500,아이언디바이스,코스닥,2026-06-12,KRX KIND
464580,닷밀,코스닥,2026-06-12,KRX KIND
465320,교보15호스팩,코스닥,2026-06-12,KRX KIND
465480,인스피언,코스닥,2026-06-12,KRX KIND
465770,STX그린로지스,유가,2026-06-12,KRX KIND
466100,클로봇,코스닥,2026-06-12,KRX KIND
466410,사이냅소프트,코스닥,2026-06-12,KRX KIND
466690,키움히어로제1호스팩,코스닥,2026-06-12,KRX KIND
467930,IBKS제23호스팩,코스닥,2026-06-12,KRX KIND
468530,프로티나,코스닥,2026-06-12,KRX KIND
468760,유진스팩10호,코스닥,2026-06-12,KRX KIND
